Wellbore name,NPDCode,Year,Month,On Stream,Oil,Gas,Water,GI,WI
15/9-F-1 C,7405,2014,4,228,11142.00,1597937.00,0.00,,
15/9-F-1 C,7405,2014,5,734,24902.00,3496230.00,783.00,,
15/9-F-1 C,7405,2014,6,706,19618.00,2886662.00,2068.00,,
15/9-F-1 C,7405,2014,7,742,15086.00,2249366.00,6244.00,,
15/9-F-1 C,7405,2014,8,433,6970.00,1048191.00,4530.00,,
15/9-F-1 C,7405,2014,9,630,9168.00,1414100.00,8318.00,,
15/9-F-1 C,7405,2014,10,745,9468.00,1462064.00,10365.00,,
15/9-F-1 C,7405,2014,11,580,6710.00,1044188.00,7234.00,,
15/9-F-1 C,7405,2014,12,28,120.00,25857.00,183.00,,
15/9-F-1 C,7405,2015,1,480,10876.00,1604935.00,6851.00,,
15/9-F-1 C,7405,2015,2,437,9587.00,1439454.00,10745.00,,
15/9-F-1 C,7405,2015,3,320,5879.00,856681.00,11607.00,,
15/9-F-1 C,7405,2015,4,263,3924.00,566710.00,9815.00,,
15/9-F-1 C,7405,2015,5,181,3833.00,559060.00,6167.00,,
15/9-F-1 C,7405,2015,6,466,6345.00,925337.00,14549.00,,
15/9-F-1 C,7405,2015,7,242,2094.00,315179.00,8454.00,,
15/9-F-1 C,7405,2015,8,148,2871.00,427693.00,5334.00,,
15/9-F-1 C,7405,2015,9,384,6460.00,961548.00,14767.00,,
15/9-F-1 C,7405,2015,10,368,4086.00,631373.00,13539.00,,
15/9-F-1 C,7405,2015,11,301,3332.00,508384.00,11682.00,,
15/9-F-1 C,7405,2015,12,198,2949.00,454911.00,6232.00,,
15/9-F-1 C,7405,2016,1,388,2981.00,471676.00,14036.00,,
15/9-F-1 C,7405,2016,2,484,4718.00,742340.00,15946.00,,
15/9-F-1 C,7405,2016,3,357,2918.00,476830.00,13411.00,,
15/9-F-1 C,7405,2016,4,141,1672.00,274213.00,4441.00,,
15/9-F-11,7078,2013,7,113,3923.00,590505.00,0.00,,
15/9-F-11,7078,2013,8,587,25496.00,3871942.00,520.00,,
15/9-F-11,7078,2013,9,539,23775.00,3661574.00,1574.00,,
15/9-F-11,7078,2013,10,678,34115.00,5272724.00,1927.00,,
15/9-F-11,7078,2013,11,712,35386.00,5413486.00,3791.00,,
15/9-F-11,7078,2013,12,662,33406.00,5190659.00,4963.00,,
15/9-F-11,7078,2014,1,668,34552.00,5193353.00,4343.00,,
15/9-F-11,7078,2014,2,563,28190.00,4255283.00,2841.00,,
15/9-F-11,7078,2014,3,655,33291.00,5039850.00,3692.00,,
15/9-F-11,7078,2014,4,692,35429.00,5301959.00,4124.00,,
15/9-F-11,7078,2014,5,732,34832.00,4902619.00,5017.00,,
15/9-F-11,7078,2014,6,709,33899.00,4990685.00,6084.00,,
15/9-F-11,7078,2014,7,743,33760.00,5035917.00,6801.00,,
15/9-F-11,7078,2014,8,599,26038.00,4033770.00,6077.00,,
15/9-F-11,7078,2014,9,691,33222.00,5220329.00,8349.00,,
15/9-F-11,7078,2014,10,745,33852.00,5237208.00,10288.00,,
15/9-F-11,7078,2014,11,692,26612.00,4153116.00,9404.00,,
15/9-F-11,7078,2014,12,734,8548.00,1413112.00,3079.00,,
15/9-F-11,7078,2015,1,708,29562.00,4358979.00,13861.00,,
15/9-F-11,7078,2015,2,632,25347.00,3836074.00,14061.00,,
15/9-F-11,7078,2015,3,744,44316.00,6516700.00,19387.00,,
15/9-F-11,7078,2015,4,720,54556.00,7956467.00,23840.00,,
15/9-F-11,7078,2015,5,744,55029.00,8027510.00,24426.00,,
15/9-F-11,7078,2015,6,719,48231.00,7065852.00,22892.00,,
15/9-F-11,7078,2015,7,744,43785.00,6508853.00,36196.00,,
15/9-F-11,7078,2015,8,632,31498.00,4769902.00,31870.00,,
15/9-F-11,7078,2015,9,719,31425.00,4748110.00,37412.00,,
15/9-F-11,7078,2015,10,627,29725.00,4501570.00,38023.00,,
15/9-F-11,7078,2015,11,671,36410.00,5558573.00,57059.00,,
15/9-F-11,7078,2015,12,740,35934.00,5504665.00,62976.00,,
15/9-F-11,7078,2016,1,736,31603.00,4949941.00,67981.00,,
15/9-F-11,7078,2016,2,696,25955.00,4093287.00,66610.00,,
15/9-F-11,7078,2016,3,743,25024.00,4032038.00,76637.00,,
15/9-F-11,7078,2016,4,579,13429.00,2194427.00,57932.00,,
15/9-F-11,7078,2016,5,744,15529.00,2450714.00,73445.00,,
15/9-F-11,7078,2016,6,718,14591.00,2349131.00,71699.00,,
15/9-F-11,7078,2016,7,740,14385.00,2309447.00,77085.00,,
15/9-F-11,7078,2016,8,744,14584.00,2341372.00,87762.00,,
15/9-F-11,7078,2016,9,392,8609.00,1458816.00,46779.00,,
15/9-F-12,5599,2008,2,407,49091.00,7068009.00,413.00,,
15/9-F-12,5599,2008,3,655,83361.00,12191171.00,27.00,,
15/9-F-12,5599,2008,4,614,74532.00,11506441.00,482.00,,
15/9-F-12,5599,2008,5,716,125479.00,19091872.00,16280.00,,
15/9-F-12,5599,2008,6,676,143787.00,21512334.00,474.00,,
15/9-F-12,5599,2008,7,711,114995.00,17116442.00,290.00,,
15/9-F-12,5599,2008,8,673,97822.00,14143008.00,354.00,,
15/9-F-12,5599,2008,9,568,77667.00,11185944.00,188.00,,
15/9-F-12,5599,2008,10,738,94357.00,13430834.00,624.00,,
15/9-F-12,5599,2008,11,713,145916.00,20837122.00,2390.00,,
15/9-F-12,5599,2008,12,744,166440.00,24106362.00,1003.00,,
15/9-F-12,5599,2009,1,741,153677.00,22255224.00,390.00,,
15/9-F-12,5599,2009,2,656,121905.00,17427052.00,0.00,,
15/9-F-12,5599,2009,3,506,92959.00,13123547.00,0.00,,
15/9-F-12,5599,2009,4,719,150956.00,20931108.00,1246.00,,
15/9-F-12,5599,2009,5,695,141039.00,19366853.00,3106.00,,
15/9-F-12,5599,2009,6,715,132430.00,17787476.00,2659.00,,
15/9-F-12,5599,2009,7,742,106105.00,14721967.00,3289.00,,
15/9-F-12,5599,2009,8,589,112414.00,15676350.00,5024.00,,
15/9-F-12,5599,2009,9,493,90099.00,12553422.00,2235.00,,
15/9-F-12,5599,2009,10,684,126940.00,17819694.00,6813.00,,
15/9-F-12,5599,2009,11,706,136016.00,19181584.00,11287.00,,
15/9-F-12,5599,2009,12,729,158002.00,22160862.00,17321.00,,
15/9-F-12,5599,2010,1,742,149659.00,21044604.00,30230.00,,
15/9-F-12,5599,2010,2,609,103026.00,14520590.00,43216.00,,
15/9-F-12,5599,2010,3,648,101572.00,14278519.00,53999.00,,
15/9-F-12,5599,2010,4,706,86254.00,12161146.00,67996.00,,
15/9-F-12,5599,2010,5,733,77114.00,10970381.00,74438.00,,
15/9-F-12,5599,2010,6,717,69617.00,9944534.00,83268.00,,
15/9-F-12,5599,2010,7,742,64040.00,9283377.00,95054.00,,
15/9-F-12,5599,2010,8,427,30117.00,4346504.00,54788.00,,
15/9-F-12,5599,2010,9,645,51313.00,7750211.00,89429.00,,
15/9-F-12,5599,2010,10,743,51431.00,7741377.00,99543.00,,
15/9-F-12,5599,2010,11,690,44468.00,6747078.00,102236.00,,
15/9-F-12,5599,2010,12,741,45218.00,6910660.00,111336.00,,
15/9-F-12,5599,2011,1,744,44747.00,6824001.00,116886.00,,
15/9-F-12,5599,2011,2,557,29157.00,4519227.00,85274.00,,
15/9-F-12,5599,2011,3,730,37395.00,5760219.00,113239.00,,
15/9-F-12,5599,2011,4,718,37820.00,5877461.00,116196.00,,
15/9-F-12,5599,2011,5,736,37205.00,5801740.00,119567.00,,
15/9-F-12,5599,2011,6,463,22026.00,3412026.00,74563.00,,
15/9-F-12,5599,2011,7,245,12462.00,1823751.00,31888.00,,
15/9-F-12,5599,2011,8,651,36380.00,5446517.00,99005.00,,
15/9-F-12,5599,2011,9,707,29999.00,4566407.00,110472.00,,
15/9-F-12,5599,2011,10,326,12648.00,1919664.00,52876.00,,
15/9-F-12,5599,2011,11,459,21789.00,3242434.00,75773.00,,
15/9-F-12,5599,2011,12,425,18090.00,2650493.00,64677.00,,
15/9-F-12,5599,2012,1,400,18218.00,2722573.00,63858.00,,
15/9-F-12,5599,2012,2,689,27362.00,4289925.00,133955.00,,
15/9-F-12,5599,2012,3,740,26680.00,4276186.00,142184.00,,
15/9-F-12,5599,2012,4,710,24088.00,3866150.00,138112.00,,
15/9-F-12,5599,2012,5,738,22415.00,3630958.00,140203.00,,
15/9-F-12,5599,2012,6,711,20887.00,3394646.00,134081.00,,
15/9-F-12,5599,2012,7,744,21207.00,3444769.00,140165.00,,
15/9-F-12,5599,2012,8,289,8998.00,1376155.00,54787.00,,
15/9-F-12,5599,2012,9,27,1014.00,156920.00,4513.00,,
15/9-F-12,5599,2012,10,610,19613.00,3067585.00,121317.00,,
15/9-F-12,5599,2012,11,720,19019.00,3086440.00,134909.00,,
15/9-F-12,5599,2012,12,700,16321.00,2717290.00,131667.00,,
15/9-F-12,5599,2013,1,744,17409.00,2881179.00,139784.00,,
15/9-F-12,5599,2013,2,672,15087.00,2461249.00,126325.00,,
15/9-F-12,5599,2013,3,308,6306.00,1053666.00,57121.00,,
15/9-F-12,5599,2013,4,513,12351.00,2055292.00,102945.00,,
15/9-F-12,5599,2013,5,732,16313.00,2757755.00,147165.00,,
15/9-F-12,5599,2013,6,567,11900.00,2037220.00,112559.00,,
15/9-F-12,5599,2013,7,581,11862.00,1919702.00,112173.00,,
15/9-F-12,5599,2013,8,688,15147.00,2354241.00,152995.00,,
15/9-F-12,5599,2013,9,590,9224.00,1446819.00,104678.00,,
15/9-F-12,5599,2013,10,680,8305.00,1283584.00,137535.00,,
15/9-F-12,5599,2013,11,649,7171.00,1102962.00,122993.00,,
15/9-F-12,5599,2013,12,633,7080.00,1101389.00,125859.00,,
15/9-F-12,5599,2014,1,486,4997.00,766196.00,87030.00,,
15/9-F-12,5599,2014,2,562,6101.00,921967.00,110298.00,,
15/9-F-12,5599,2014,3,657,6836.00,1036071.00,127351.00,,
15/9-F-12,5599,2014,4,693,5892.00,883605.00,141145.00,,
15/9-F-12,5599,2014,5,427,3238.00,469664.00,88748.00,,
15/9-F-12,5599,2014,6,707,5751.00,846734.00,152035.00,,
15/9-F-12,5599,2014,7,743,5792.00,864046.00,152314.00,,
15/9-F-12,5599,2014,8,593,4448.00,704538.00,126629.00,,
15/9-F-12,5599,2014,9,686,5063.00,803971.00,149376.00,,
15/9-F-12,5599,2014,10,745,5386.00,833121.00,155366.00,,
15/9-F-12,5599,2014,11,581,4495.00,700998.00,114661.00,,
15/9-F-12,5599,2014,12,0,0.00,0.00,0.00,,
15/9-F-12,5599,2015,1,716,25713.00,3780459.00,11588.00,,
15/9-F-12,5599,2015,2,623,19579.00,2960674.00,15116.00,,
15/9-F-12,5599,2015,3,665,19341.00,2853433.00,19256.00,,
15/9-F-12,5599,2015,4,720,19797.00,2889395.00,20808.00,,
15/9-F-12,5599,2015,5,744,16996.00,2479620.00,25201.00,,
15/9-F-12,5599,2015,6,709,19536.00,2859707.00,32903.00,,
15/9-F-12,5599,2015,7,744,19157.00,2846821.00,36481.00,,
15/9-F-12,5599,2015,8,637,13473.00,2047121.00,31629.00,,
15/9-F-12,5599,2015,9,719,12495.00,1888049.00,35065.00,,
15/9-F-12,5599,2015,10,739,11889.00,1821328.00,38151.00,,
15/9-F-12,5599,2015,11,720,11369.00,1748311.00,37663.00,,
15/9-F-12,5599,2015,12,731,10856.00,1662453.00,37288.00,,
15/9-F-12,5599,2016,1,736,9495.00,1487340.00,38970.00,,
15/9-F-12,5599,2016,2,696,7644.00,1205549.00,35253.00,,
15/9-F-12,5599,2016,3,743,7360.00,1185894.00,40507.00,,
15/9-F-12,5599,2016,4,719,6152.00,1015034.00,37126.00,,
15/9-F-12,5599,2016,5,741,5865.00,925514.00,36148.00,,
15/9-F-12,5599,2016,6,703,5408.00,870533.00,34608.00,,
15/9-F-12,5599,2016,7,704,4534.00,729319.00,29940.00,,
15/9-F-12,5599,2016,8,286,1442.00,232558.00,10937.00,,
15/9-F-12,5599,2016,9,0,0.00,0.00,0.00,,
15/9-F-14,5351,2008,2,0,0.00,0.00,0.00,,
15/9-F-14,5351,2008,3,0,0.00,0.00,0.00,,
15/9-F-14,5351,2008,4,0,0.00,0.00,0.00,,
15/9-F-14,5351,2008,5,0,0.00,0.00,0.00,,
15/9-F-14,5351,2008,6,0,0.00,0.00,0.00,,
15/9-F-14,5351,2008,7,438,51285.00,7538861.00,126.00,,
15/9-F-14,5351,2008,8,458,67621.00,9780532.00,223.00,,
15/9-F-14,5351,2008,9,643,114596.00,16340515.00,276.00,,
15/9-F-14,5351,2008,10,743,142817.00,20326866.00,101.00,,
15/9-F-14,5351,2008,11,718,104410.00,14906020.00,190.00,,
15/9-F-14,5351,2008,12,744,110199.00,15956253.00,67.00,,
15/9-F-14,5351,2009,1,705,115573.00,16718455.00,978.00,,
15/9-F-14,5351,2009,2,638,113881.00,16254377.00,2529.00,,
15/9-F-14,5351,2009,3,531,90644.00,12702463.00,1678.00,,
15/9-F-14,5351,2009,4,538,86944.00,11926656.00,246.00,,
15/9-F-14,5351,2009,5,695,116175.00,15944549.00,3440.00,,
15/9-F-14,5351,2009,6,692,86654.00,12141881.00,5731.00,,
15/9-F-14,5351,2009,7,742,64872.00,9127860.00,6773.00,,
15/9-F-14,5351,2009,8,657,112494.00,15664622.00,20794.00,,
15/9-F-14,5351,2009,9,509,90350.00,12564633.00,15275.00,,
15/9-F-14,5351,2009,10,655,96707.00,13556585.00,26099.00,,
15/9-F-14,5351,2009,11,709,98044.00,13821884.00,39016.00,,
15/9-F-14,5351,2009,12,727,89514.00,12552908.00,56173.00,,
15/9-F-14,5351,2010,1,742,82221.00,11561302.00,70004.00,,
15/9-F-14,5351,2010,2,610,62093.00,8751248.00,62000.00,,
15/9-F-14,5351,2010,3,654,66989.00,9421805.00,64561.00,,
15/9-F-14,5351,2010,4,680,73036.00,10288470.00,69865.00,,
15/9-F-14,5351,2010,5,740,87809.00,12490296.00,85315.00,,
15/9-F-14,5351,2010,6,718,75310.00,10756577.00,96581.00,,
15/9-F-14,5351,2010,7,742,69600.00,10073534.00,101216.00,,
15/9-F-14,5351,2010,8,425,38414.00,5543252.00,56453.00,,
15/9-F-14,5351,2010,9,566,55405.00,8260552.00,66507.00,,
15/9-F-14,5351,2010,10,743,78755.00,11853847.00,100949.00,,
15/9-F-14,5351,2010,11,683,62555.00,9485349.00,96970.00,,
15/9-F-14,5351,2010,12,742,63886.00,9763160.00,111640.00,,
15/9-F-14,5351,2011,1,744,61328.00,9353204.00,111168.00,,
15/9-F-14,5351,2011,2,562,44066.00,6830110.00,79492.00,,
15/9-F-14,5351,2011,3,733,56710.00,8733755.00,117498.00,,
15/9-F-14,5351,2011,4,718,51814.00,8052243.00,122054.00,,
15/9-F-14,5351,2011,5,741,51122.00,7972928.00,129332.00,,
15/9-F-14,5351,2011,6,465,31195.00,4835912.00,81259.00,,
15/9-F-14,5351,2011,7,255,20211.00,3064566.00,42012.00,,
15/9-F-14,5351,2011,8,652,49730.00,7681608.00,108935.00,,
15/9-F-14,5351,2011,9,708,51053.00,8021384.00,133958.00,,
15/9-F-14,5351,2011,10,327,21807.00,3406338.00,56488.00,,
15/9-F-14,5351,2011,11,464,35044.00,5381238.00,73586.00,,
15/9-F-14,5351,2011,12,437,34166.00,5142970.00,74443.00,,
15/9-F-14,5351,2012,1,364,27309.00,4156159.00,57518.00,,
15/9-F-14,5351,2012,2,693,36798.00,5598559.00,55276.00,,
15/9-F-14,5351,2012,3,741,34746.00,5378189.00,60226.00,,
15/9-F-14,5351,2012,4,720,36510.00,5673230.00,72811.00,,
15/9-F-14,5351,2012,5,741,35052.00,5495388.00,82877.00,,
15/9-F-14,5351,2012,6,711,31666.00,4980411.00,80184.00,,
15/9-F-14,5351,2012,7,744,32961.00,5181262.00,83970.00,,
15/9-F-14,5351,2012,8,289,12690.00,1974234.00,33257.00,,
15/9-F-14,5351,2012,9,31,1655.00,245981.00,2918.00,,
15/9-F-14,5351,2012,10,610,33944.00,5155058.00,60061.00,,
15/9-F-14,5351,2012,11,720,34932.00,5485685.00,87227.00,,
